text,solution
"Off to the press preview of the new @tateliverpool Pollock, Ligon and Bratescu shows this morning. A rather good line-up. Articles to come.",joy
@NationalGallery canaletto!,neutral
@CarolineLawrenc @britishmuseum  Oo! Fairies!,joy
...and today is the LAST CHANCE to see @kettlesyard before it closes for redevelopment http://t.co/ccDkd0lseL,neutral
"Gold pendant from the Aigina treasure, Minoan, about 1850-1550 BC @britishmuseum. http://t.co/xOV3yvg6vf http://t.co/IGwSjqZLYz",neutral
@britishmuseum why weren't Russians present in Waterloo?,neutral
{ @britishmuseum } #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/xji3l95pRg,neutral
"Illustration to Ptolemy's, 'Geographia Universalis', Basel: Petri, 1545 @britishmuseum http://t.co/O7aGcHNOE8",neutral
Escape the crowds in Trafalgar Square @WestEndLIVE this weekend and enjoy afternoon tea @NationalGallery #weekend http://t.co/ztpbS3AoSZ,neutral
Book for @newexpressions3 Field visit programme http://t.co/GFZmazxBU9 @YorkArtGallery @PlymouthMuseum &amp; @UptonHouseNT,neutral
Thank you @clioclothed for fascinating talk @NationalGallery on art and #synaesthesia,joy
@Tate_StIves that's fighting talk that is! but since you're so lovely i'll let it pass :),joy
Dancing thro pictures! Flickbook session was excellent! @kettlesyard time to animate the creativity!! #castlehill15 http://t.co/B20cyC4JQa,joy
"Book for Making &amp; Promoting British Art @PlymouthMuseum http://t.co/gZePLguN0D Tues 23 June, 1.10pm, £2",neutral
Reading on Roman marriage. Here pic of Roman marriage ceremony from @britishmuseum. god Hymenaeus &amp; torch are missing http://t.co/BNF4uZ1A5P,neutral
"@NationalGallery You, of all museums, should join in on the wonderful #artbystanders hashtag... :) https://t.co/LaRbGvoJa5",joy
off for a quick dip into the @_TheWhitechapel before @an_artnews board meet - Corin and a new kids commission! Love those so much.,joy
@Ophiolatrist @britishmuseum The illusive saint like leader does not exist in human history nor a nation which shines above all others!,neutral
@britishmuseum I'd love to do a story for http://t.co/1PQr01NPi3. email us - 3dprintdotcom@gmail.com,neutral
@petetrainor @britishmuseum http://t.co/zzp0qDuoPD,neutral
@Peepsqueak @thegentleauthor @britishmuseum @KChavda the one standing up is the Heel Stone isn't it?,neutral
"""Another Moment Waiting To Happen"" selected for Evolver Prize Exhibition @ThelmaHulbert 4… http://t.co/gwL2yeSSAo http://t.co/d900ntjonx",neutral
#Verrocchio @icom_italia Ary #Scheffer @NationalGallery #Magritte @Tate @UK_ICOM @BrusselsMuseums @routledge_art http://t.co/CcqSWLtU4L,neutral
@NationalGallery Do you yourself paint/draw/sculpt? Anything you can share for us?,neutral
300 miles to see art? In this case it might be worth it. @tateliverpool http://t.co/4Eqch03Mb5 http://t.co/18Nokgmvv5,joy
"@NationalGallery Corot, al que sin duda anticipó Goya http://t.co/tQXeXzgmmc",neutral
@zooanthrosmia I wonder why? @britishmuseum,neutral
"“@VanGoghTheLife: 2 Crabs, Jan 1889. Oil on canvas, 47 x 61 cm. Private collection, on loan to @NationalGallery http://t.co/7ls6o7x521”",neutral
@britishmuseum @Pinterest That prehistoric bone flute you had in your paleolithic exhibition a while back was my favorite.,joy
"I'm at @BritishMuseum in London, Greater London https://t.co/0tFkvqNqRh",neutral
.@britishmuseum - Coupe avec des créatures de la mer 1426-1435 Dynastie Ming Xuande  http://t.co/u01lSltcx4,neutral
"Loved #ancientlives exhibition @britishmuseum! Brilliant use of technology, amazing display, fascinating &amp; insightful. So cool #8mummies",joy
I just told @tate @britishmuseum @NPGLondon &amp; @RoyalOperaHouse to #DropBP Sponsorship. Join me: http://t.co/QBEXBC6yRN,neutral
Absolutely fascinated by #8mummies yesterday .... &amp; quite taken by the @britishmuseum shop too :) http://t.co/e3tKUtcoCk,joy
"""We've pulled out all the stops"" - curator Jane Munro on @FitzMuseum_UK watercolours http://t.co/Yz5DTi4jGU http://t.co/iHxSDTh2Rt",neutral
@chriswatt44 @Tate_StIves great pic. What a day. Cheers :-),joy
{ @britishmuseum } #Korea #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/TJENSQFQma,neutral
"@britishmuseum @gallimaufrey777 More remarkable for abdicating voluntarily,",neutral
Thanks @metolab &amp; @RachelPrudden for showing me what you're working on. See you again at @RAMMuseum in July!,joy
Great to be with @chrismannbbc on his terrific radio show @BBCCambs chatting about @kettlesyard #Cambridge http://t.co/r74W46NRPJ,joy
Review of #IndigenousAustralia @BritishMuseum  #anthropology http://t.co/SdvRj9V8Nu http://t.co/kHsqdCv938,neutral
@britishmuseum @timneedles 2013 I was there the day before Summer Solstice @3sant #anglesey They were also making new visitors' center,neutral
@KirkdaleBooks @britishmuseum Boom Boom,neutral
"Waterloo; Wellington in foreground, holding a telescope and reins @britishmuseum #Waterloo200 http://t.co/von10M7ZUt http://t.co/xO2eM3FKus",neutral
Well worth a visit - #IndigenousAustralia @britishmuseum. On until 2 Aug 2015. http://t.co/BQPxoajJ8z,joy
@FitzMuseum_UK @alexmonro @Cambscene @artist_bruce Look forward to visiting the exhibition.,joy
@NationalGallery golden draperies on the walls,neutral
My mind on a canvas #seewhatididthere @NationalGallery #London http://t.co/ucVkl903kt,neutral
My review of the fab @StornowayBand at @RAMMuseum in @RecCollMag http://t.co/4S1w5ezohM (under my nom de plume) Birdsong ahoy! #stornoway,joy
@Egondesign @Tate_StIves Mr Thomas learnt lots today during his visit #BarbaraHepworth http://t.co/Mh5Hm3EOyn,neutral
"""@britishmuseum: James VI (Scotland) and I (England). His portrait is in this jewel  What is the meaning of ""R""?",neutral
@NationalGallery @TreeHouseBkshop Also on display on our bedroom ceiling! http://t.co/E2X3ffa9ya,joy
Always love the mosaic floors @NationalGallery #London. Simple ideas like #curiosity #open mind &amp; rest &amp; be thankful http://t.co/cvxJLAp9iV,joy
#Repost @britishmuseum with repostapp. ・・・ Today marks the 200th anniversary of the Battle of… https://t.co/OzvPMqdV0s,neutral
.@FAHACS @HelenGraham64 graduate role in development team @britishmuseum for any new grads interested in fundraising https://t.co/pnbQrqsL3J,neutral
"@britishmuseum @D2Zen love the Rubens drawings, seeing his hand at work. Btw high temp 64 here today! #craycray @CarisaMarie11",joy
"'Dizzy' reflected in Winifred Nicholson's Cyclamen &amp; Primula, in the Lower Extension @kettlesyard https://t.co/hcEVoRF2Gu",neutral
'Founder' of the @britishmuseum Sir Hans Sloane (1650 - 1753) http://t.co/vXuOLlPPsI,neutral
@SparkSpaceLdn @dropthedebt @_TheWhitechapel whoops sorry IN whitechapel but at the Brady Art Centre!,neutral
Jackson Pollock’s black pourings: Northern Soul talks to @tateliverpool http://t.co/XEfCDRit7Q #Liverpool #JacksonPollock #Pollock #art,neutral
BritishMuseum: RT @CBoyleImages: A very intresting insight into ancient Egypt @britishmuseum exhibition Ancient Li… http://t.co/GsdwSBiD5e,joy
Looking forward to seeing our @ThePlaceLondon creative project with @britishmuseum today https://t.co/oHlFJnHzpN http://t.co/EbbgpB9wRD,joy
@britishmuseum :@rev_mahapa~Follow us on Facebook Page &amp; Group:HERITAGE/MUSEUM CLUBS MOVEMENT OF SOUTH AFRICA,neutral
@britishmuseum @TripAdvisor I saw something this week on Australian TV on the British Museum ..it did look fantastic !,joy
"Boy and girl, nobility and nubility – all are collapsed together in the 'Sleeping Hermaprodite' @britishmuseum http://t.co/yZzrTuwv56",neutral
@tate_kids @tateliverpool love that description of #Pollock,joy
This cheeky beauty is a popular exhibit at @BritishMuseum. One of many representations of the love goddess they have. http://t.co/MIVusjNnmu,joy
"Just me, @_ECinc and @petermansbridge at the @MtAalumni event at the @NationalGallery, amazing Alex Colville exhibit http://t.co/GH7pTeGPk1",joy
@Postgate @NationalGallery I'd like to know,neutral
We interrupt our summer editing hiatus for a progress update: catch Sarah this Sat anoon @_TheWhitechapel Gallery http://t.co/x42lxBIFRB,neutral
If only the Thames was as swimmer-friendly! Hiding from the heat @NationalGallery #London #summer http://t.co/yPzGMZterD,neutral
"@RA_Mag @NationalGallery  Angel""how you feeling after the weekend ? "" Saint ""ruff, I wouldn't go in there just yet "" Angel ""bless you child""",neutral
"Morning peeps, beautiful morning in Cranleigh, looking forward to a shindig @BritishMuseum later☺️ http://t.co/ii1VoRZyPi",joy
"In 'The Painter's Father', Cézanne's father is shown immersed in his newspaper. You can v... http://t.co/l28cErcVBN via @NationalGallery",neutral
@NationalGallery @Your_Paintings I don't think the model is Saskia.,neutral
@AdriaQuinones @britishmuseum Remember being there with mr and Julia in the Mezozoic era? That manuscript exhibit?,neutral
"Visited @MontacuteNT today and the whole house was fantastic, especially the @NationalGallery exhibition. Lovely, welcoming staff too.",joy
"It's #ilovemuseums day! V lucky to have so many brilliant museums nearby to entertain children, visitors&amp; me @CamUnivMuseums @CamTechMuseum",joy
@tateliverpool Yes looking forward to. Last Pollock show I saw was during 2012 in Tokyo. Saw the amazing “Mural on Indian Red Ground”.,joy
At work in #Exeter today @RAMMuseum @Devon_Hour http://t.co/0tDkevR9eg,neutral
Today @RAMMuseum's millionth visitor received a 3D printed copy of an ancient Peruvian pot and behind-the-scenes tour http://t.co/juhm4GFpuL,neutral
#FF TGIF! @unisouthampton  @britishmuseum @UniofReading @adrianmurdoch @Archaeology_ws,joy
"Objets d'histoires, le Journal is out! http://t.co/KW4bFsBaKK Stories via @NationalGallery @brooklynmuseum",neutral
Discover The Arts with Social Media: NOHO Featured Artists Blandine Bardeau and Hermoine Carline https://t.co/Ol5utECOPW @NationalGallery 🎨,neutral
"Who is Jackson #Pollock? Kids introduction to the jazzy, action painting man &gt;&gt; http://t.co/MOhzqTJFVW @tateliverpool",neutral
DT UKinGermany: Neil MacGregor - Direktor des @BritishMuseum – hält Queen’s Lecture [http://t.co/Ur8v16lRHp... http://t.co/7Cqa00DpUJ,neutral
¡COMPARTIENDO EL ARTE está disponible! http://t.co/Fet52Q7p5y Gracias a @NationalGallery @ArsMagazine @MuseodelTraje,neutral
A symposium of radical film from contemporary Greece @_TheWhitechapel http://t.co/E5LcU2Lv0H Sat 4 July,neutral
@britishmuseum and is that a neck collar? The neck is so slender.,surprise
#CanAltay #JeremiahDay #ThessalonikiBiennale @JenniferHiggie @cfitewassilak @HKaplinsky @tateliverpool @EdB_Projects http://t.co/ZiezuD6mBu,neutral
@ExeterLiving @MooseAllain @ThelmaHulbert Fab!,joy
@melly_sue @britishmuseum isn't that a rest museum I hav been going since I was small mummy are the best,joy
New #blog on our favourite #portraits to see in #London @NationalGallery @Tate @CourtauldGall http://t.co/38eDYAfxHt http://t.co/9HKqdF9ke7,joy
@judrop1948 tnx for #ff; @Colin_Macaulay @Duck_Di @DuncanSalkeld @Heather1576 @NottArchaeology @britishmuseum  honoured to be in yr company,joy
@britishmuseum What better way to spend the day in #London ? http://t.co/FFXsi12Jkt,joy
"@britishmuseum on INSTA. Born #onthisday in 1566: King James, the first Stuart king of England and also James VI of… http://t.co/he4iowbRUt",neutral
Looking forward to @britishmuseum Egyptian touring exhibition Writing for Eternity @wrexhamcbc museum opening tonight http://t.co/NHaBQ9Dzpd,joy
@NationalGallery carravaggio,neutral
Really enjoyed the new watercolour exhibition at @FitzMuseum_UK - the Turners are particularly impressive,joy
"Art on loan: Pollock works, overhauled by conservators, travelling to @tateliverpool. Will they be overhauled again? http://t.co/EUC2npoy2z",neutral
"@eguilbs @britishmuseum I arrived from Canada a day before my @RoyalRoads field school to ""acclimatize"" but really for this. Good timing!",joy
@britishmuseum : the place to be!,joy
More buzz for @NationalGallery: http://t.co/3jFmBXILMk - RT @yjnmin Soundscapes: Paintings | Exhibitions and displays | National Gallery...,neutral
@DrawntoDevon @Tate_StIves Sounds great paula-I have been to the Hepworth Museum in Wakefield-really good indeed,joy
"Weapons of resistance: Jandamarra, a hero of the Bunuba people http://t.co/hZaXCNQKeq via @britishmuseum",neutral
"@emmajtracey @bbcouch You should interview @ChloeSpicerArt  @Foyles #dyspraxic penguins display @britishmuseum, now https://t.co/pKriFmfc8e",neutral
@NationalGallery  2ndJuly-18th October-photographic exhibition that illustrates the life of actress #Audrey #Hepburn http://t.co/plEYT20RuI,neutral
"Fancy a day out? @PlymouthMuseum have an Enid Blyton exhibit open today, about her childhood, career and characters! http://t.co/BYXevGcxvw",neutral
We're looking forward to going to London tomorrow with our friends at @tateliverpool - How are you spending your weekend? 🐸,neutral
@SeanwelshBacc @britishmuseum get a magnifying glass no delve deep,neutral
"What can the Old Masters teach us about death? Fascinating event at @NationalGallery,4 July: http://t.co/D7jqMMZeUv http://t.co/2MOeruXm6o",joy
{ @britishmuseum } #Australia #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/OvpBQoCaMP,neutral
@NationalGallery What areas do you think the National Gallery should focus on collecting next? #askthenationalgallery,neutral
"I'm at @BritishMuseum in London, Greater London https://t.co/gdTrkmPcME",neutral
"Brass astrolabe, made by Muhd Mokîm, India, Neshki script, 1659/60 @britishmuseum. http://t.co/sEuSYQeiEi",neutral
Defining Beauty @britishmuseum is well worth a visit...especially if one enjoys drawing in the dark http://t.co/Y7MJbf1BJk,joy
@SenderosP @britishmuseum  &amp; what a TREASURE! &gt;&gt;&gt;*&lt;&lt;&lt;,joy
I urge art lovers to boycott @NationalGallery until @pcs_union rep Candy is reinstalled. Human rights more important than pictures @BHGreens,anger
#roman glass in the enlightenment gallery @britishmuseum Beautiful. http://t.co/TsJSB0kgwn,joy
@_TheWhitechapel : Galeri Seni Kontemporer di Moskow : http://t.co/gBYitJEYmH,neutral
@britishmuseum @RebeccaHossack  What about the horrors of colonialism? Very much glossed over.,sadness
"@FlorianKolfhaus @britishmuseum I agree with you, by the way.",neutral
{ @britishmuseum } #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/phoGnEbQqR,neutral
@britishmuseum A greave?,neutral
"I'm at @NationalGallery in London, Greater London https://t.co/k03w0y5t9E",neutral
@Ophiolatrist @britishmuseum Seriously ? Napoleon and Hitler ? It's just stupid.,anger
"This hunting calendar looks like something out of #Grimm, engraved with the names of different Wesen. @britishmuseum http://t.co/aElLQeRjPS",neutral
@wzaparte Vermutlich könnte man es mit einer aufgeschlosseneren Haltung gegenüber Besuchern auch hinbekommen... @DerSPIEGEL @britishmuseum,neutral
#Marr on #StartTheWeek should ask HRothschild when she will negotiate a settlement to @NationalGallery dispute &amp; remove privatisation threat,neutral
@Tate_StIves @FalmouthUni ❤👂,neutral
@saraahhkay @britishmuseum he must be an ancestor haha,joy
Congrats to @MooseAllain for winning the @Evolver cover prize. Delighted my piece is in the exhibition @ThelmaHulbert http://t.co/0Hc3ebAXbu,joy
#ff @ArtBasel @SCOPEArtShow @VOLTAshow @DesignMiami @YSPsculpture @V_and_A @fotofever_eu @fotomuseum_ch @_TheWhitechapel @OpenEyeGallery,neutral
@RAMMuseum our secret is a brisk walk in our gardens and lots of tea #birthday,joy
@michaelsparling you need to visit @PlymouthMuseum &amp; see 'Fallen Emperor: Napoleon in Plymouth Sound 1815',neutral
"@britishmuseum @eclectic5 @CFontainebleau Absolutely, we have some of them, like the uniform which he wore at Marengo http://t.co/NH7xTM4rrD",neutral
@britishmuseum http://t.co/l4LseZIPHp,neutral
Construction steams ahead on Tate St Ives phase two @Tate_StIves @ILoveCornwallUK @BAMConstructUK http://t.co/AITLbp5frH via @cladglobal,neutral
One of the best exhibitions around. X-Rays of the ancients @britishmuseum #8mummies (plus Greek art #DefiningBeauty) https://t.co/QDULXqD8JV,joy
"@DavidSmithArt cheers for Twitter stuff, should be able to make PV for @SimonEvolver @ThelmaHulbert next month- I've got cover!",joy
@britishmuseum hi- are your evening lectures recorded? Somebody at the Greek/ Enlightenment one tonight mentioned podcasts...,neutral
@photoworks_uk @_TheWhitechapel Not many people seem to know about @artforum's double issue. Here are both covers: http://t.co/hTBWLONV9L,neutral
Very excited for Nicholas Thomas @MAACambridge : A critique of the natural artefact: rethinking re-contextualisation #objects2015,joy
'Still Life' #ContemporaryBritishArtist #ModernistPainter @_TheWhitechapel @_WhiteCube @theBluecoat @Gagosian http://t.co/Ckc6wBI3Wm,neutral
#newexpressions field visit @UptonHouseNT today- still time to book for visits @PlymouthMuseum &amp; @YorkMuseumTrust too http://t.co/YOYfS8pMLn,neutral
"I'm at @BritishMuseum in London, Greater London https://t.co/A1SD0K4nRw",neutral
@britishmuseum And lack of smell by the look of him,neutral
@NationalGallery I 've not found the answer to my question to Sir Nicholas....,disgust
"MT @WeAreMuseums What do paintings sound like? Read about ""Soundscapes"", @NationalGallery's latest project http://t.co/t9yaxX1zzg",neutral
The @FitzMuseum_UK #Watercolour exhibition opens today https://t.co/Bjb6aHB81p. We're thrilled to collaborate in #OC2015. More details soon!,joy
#vacancy ALERT: Head of Communications @_TheWhitechapel http://t.co/44LdG9yGBP #artsjobs,neutral
@britishmuseum So glad you followed! Interested in ancient manuscripts and rare books? Check http://t.co/tqsweGr0Kl,joy
"Looking forward to seeing #GlennLigon @tateliverpool this eve. Still gutted I missed the talk, hoping for a beautiful crowd",joy
Thanks to John @tateliverpool for a brilliant guided tour of Blind Spots #JacksonPollock. You've even helped my husband understand the work.,joy
Wheel-chaired youth I directed to @britishmuseum today completely touched my heart - love her artwork card :) http://t.co/sbHuiEsUT9,joy
"Hey @britishmuseum, you meant ""no less strange TO PEOPLE OF THAT F-ED UP TIME"", right? http://t.co/LL7WG4JQmH",neutral
@britishmuseum Can I just barrow this for an evening? So beautiful!,joy
@anotherpersonio @kettlesyard Thx for Fav - loved our visit to KY @geffrye join our @ruskinwalks 27 June http://t.co/y95MJrQNMP,joy
"#NG365 Pieter de Hooch's ""A Woman and her Maid in a Courtyard"" c.1660 @NationalGallery #art @JohnConstableRA http://t.co/8XseAiH84c",neutral
#ff @britishmuseum @thebiscuitjar @BedazzleEssex @BuddySaffronDog @BritMums @BandR_Carpets @BirnieTanya @Lovebeales @TheBHF @BNIwalden,neutral
A fine publication 1926 @britishmuseum Corpus Vasorum Antiquorum - Greek &amp; Roman antiquities http://t.co/8S6cys8gMl http://t.co/PDQVJ7LJaC,joy
A meeting @britishmuseum today http://t.co/q9M3UIF1Ig http://t.co/hyculRzizt,neutral
"#ff More #Exeter Pound note people: @ExeterCavern featured on £E10, @RAMMuseum where you will first see the notes &amp; @jopavey on our £E20.",neutral
@britishmuseum @Charles_XII  That is correct@ .,neutral
amazing: Mongolians reunited with 1920s pics of relatives. River Stars Reindeer @MAACambridge  http://t.co/OXbEIEJBLd http://t.co/bJRYlkdjjS,neutral
@psframes @ABroadBrush @NationalGallery I love intense attention being paid to the…frames.,joy
Link del día! El link más popular entre la gente que sigo es http://t.co/R6mTJRdTe1 por @britishmuseum,neutral
"Another stunning location in #Cornwall this time we are in St Ives, home to @Tate_StIves #lovegreatbritain http://t.co/OhxSutj9XH",joy
What lies beneath: drapery and the suggested form http://t.co/gM8FOD66V9 via @britishmuseum - Alluring: how surface is made by internal form,neutral
What picture would you most like to have in the permanent collection @NationalGallery #AskTheGallery,neutral
@tarbosaur @profjoecain many thanks - it is sad but I think the @britishmuseum has now hidden away its Enlightment  gallery demonic mermaid,sadness
We're looking forward to welcoming guest speakers from @NationalGallery @NationalGalleriesSco and @BarberInstitute #BaroqueSSN @BM_AG,joy
"Oscars almost ready for the freezer @RAMMuseum, needs to be in the deep freeze for a month before joining the tiger! http://t.co/bIPeyDQaC4",neutral
#indigenousaustralia exhibition @britishmuseum was amazing! Well worth a visit.,joy
"@britishmuseum Nice! Love that I'm ""touring"" the museum with you while I eat lunch here in Canada!",joy
Fantastic rehang (love the purple walls!) at #BaroqueSSN study day @BMAGcurators @NationalGallery http://t.co/cu3s5TGa0T,joy
@appendixjournal @snolen @FitzMuseum_UK always loved this.,joy
".@NationalGallery Hello from next door! Dr Penny, what's your favourite portrait in the National's collection? #AskTheGallery",neutral
"@jeremy_millar_1 @_TheWhitechapel Yes, from this photo used on the front page of the Daily Sketch,'tho crowds closer. http://t.co/jZLeP8XuPM",neutral
@britishmuseum @mt_ris False teeth where nick named waterloos as teeth taken from the dead soldiers  http://t.co/sfZ2sMIo32,neutral
"@FitzMuseum_UK #Tiepolo's inner world: MERCHANTS OF LIGHT, historical novel by Marta Maretich http://t.co/I6xedWz0lJ http://t.co/fS9LDZH0LE",neutral
"#DefiningBeauty: great exhibition @britishmuseum! To see the political/economical situation today, and to think of the Greek Empire then...",joy
Neil MacGregor - Direktor des @BritishMuseum – hält Queen’s Lecture http://t.co/bJTDZnYmYx #QueeninGermany,neutral
Ancient beauty and modern lives http://t.co/x3ua24FUyJ via @britishmuseum,joy
Good day @BMAGcurators @BM_AG for  new 17th century display #Baroque #BaroqueSSN @HelenHillyard @NationalGallery http://t.co/Op4OCbjeC5,joy
"@britishmuseum Throughly enjoyed #DefiningBeauty today, and highly recommend everyone to see this superb exhibition before it closes.",joy
We are looking forward to being at @_TheWhitechapel on July 23rd for the next #PWA @PositiveAcademy #HR,joy
The Cantabridgia Daili is out! http://t.co/KXjmg92zIk Stories via @CamUnivMuseums @ClareCollege @kab3d,neutral
"@_TheWhitechapel has a new incredible show James Richards and the V-A-C Collection and Francis Bacon, it's amazing!http://t.co/ItDS5FPROq",joy
Hope our team @EmNuttall @curltasticgurl had a great time at the @tateliverpool #Pollock #pressview today! http://t.co/qY57mgW33C,joy
"""@Cambscene: Watercolour - Elements of Nature opens @FitzMuseum_UK  🎨☔️⛅️ http://t.co/XaK5ArzBTI"" Is this by Samuel Palmer?",neutral
British Museum: Bonaparte and the British caricature exhibition @britishmuseum http://t.co/PZospRe6fM,neutral
@BMAGcurators @artfund @NationalGallery @HelenHillyard @BM_AG congratulations Helen. Well done.,joy
"@karenjguthrie hey, how are things? went to @kettlesyard  the other week. Everytime new things reveal themselves to you in that place!!",joy
"@tiffanyjenkins Had this in a show I curated @_TheWhitechapel… Wasn't it painted from a newspaper image, two days after she landed?",surprise
"@TheFrameBlog @NationalGallery Yes, we're often going for banal these days. I do believe craft is making a come back. Stay turned.",neutral
@BedfordHaddock @FrancesBarker @britishmuseum I have feelings when it comes to display of human remains. BM held onto indig remains...,disgust
"#Art Été, Hans Wertinger, vers 1525 via @NationalGallery http://t.co/8ErKCm7aya",neutral
"I'm at @NationalGallery in London, Greater London https://t.co/y5nOVayJtX",neutral
Glenn Ligon's ‘Encounters and Collisions’ @tateliverpool opens tomorrow http://t.co/1EraJROtwh http://t.co/f3BDhfzd9W,neutral
I love you @britishmuseum,joy
The Cambridge Design Daily is out! http://t.co/Bwp5VBbahD Stories via @CamPicturehouse @FitzMuseum_UK @tabcambridge,joy
@NationalGallery : Galeri Seni Kontemporer di Moskow : http://t.co/gBYitJEYmH,neutral
FYI @NationalGallery @NGNotForSale #ReinstateCandy  https://t.co/cOJIYMp27j,neutral
Director of the @britishmuseum Sir Frederic Kenyon was artistic advisor to @CWGC - believed in equality for the war dead @glennhearnden #WW1,neutral
Champagne amid the rooftops @NationalGallery - #HappyBirthdayToMe #ilovelondon http://t.co/T2t5ugyWxk,joy
.@britishmuseum have a #conferencing &amp; #event showcase on Wed 1 July from 6.45pm. RSVP to VenueHire@britishmuseum.org http://t.co/aIcXXkaOav,neutral
"@SkagensMuseum @PrisonHorsens @NationalGallery Got them, thanks!",joy
"#CanadaHouse was designed by Sir Robert Smirke, who also built the @britishmuseum #ExploreCanadaHouse http://t.co/PoZxKiIfil",neutral
"#AskTheGallery with bodies from Rockerfellers to UK unis divesting from fossil fuel, is @NationalGallery backward in supporting oil corps?",anger
@britishmuseum @TripAdvisor it is !,joy
@britishmuseum: #NationalKissingDay here’s our favourite smooch from the collection http://t.co/nK0YDkx3Nb http://t.co/VQ2qrJUlhC,joy
"@sheilabarbican @Jon__Nash @PlymouthMuseum @BarbicanTheatre @ZoeBloss fantastic, can't wait to see it. The reviews have been great!",joy
@britishmuseum Maintaining these exhibits in tip-top condition must be a Herculean effort! http://t.co/6ZOBLbqAPC,neutral
@britishmuseum @SenderosP,neutral
@hist_astro @britishmuseum then can it be safely established that such ancient cultures including Indian Vedic knew about planets before GG?,neutral
"If you want the Arts Council to give, give a £1million to @_TheWhitechapel chip in by July 2015! Visit http://t.co/uWffLdzjAT #artsfunding",neutral
Cornish Holiday Escapes is out! http://t.co/1iSKbGJZnm Stories via @Tate_StIves,joy
Gorgeous and geeky afternoon at #definingbeauty @britishmuseum http://t.co/Loxk52YAY5 http://t.co/kAEHHHLNq6,joy
@britishmuseum  : Isis Hancurkan Situs Dunia di Palmyra : http://t.co/87aOPaQWUM,neutral
Lost at lunch? Don't be. check this out @CreativeDebuts @ShoreditchHype @BowArts @_TheWhitechapel @Brick_Lane_Art http://t.co/jpdFA1qeGL,joy
Culturally slummin' it at the @britishmuseum before the high brow stuff with @taylorswift13 #RosieAndrewBigWeekend http://t.co/03Tj8F6oPn,neutral
@britishmuseum @HollowCrownFans he doesn't look like a man of 30 does he?,surprise
"@britishmuseum #on this day,  Look at that magnificent work http://t.co/pgtZimVX5O",joy
@britishmuseum That's great thank you very much! https://t.co/cqPCG1WNW5,joy
"Thanks for your reply, Dr Nicholas Penny. Thank you, @NationalGallery  ! https://t.co/alNXJeSGG7",joy
The @britishmuseum proves Rudd &amp; Gillard’s #KillingSeason were predicted in 500 BC  http://t.co/SWKOaIS3xs http://t.co/vin61erC2Z,neutral
Looking for something to do in #Exeter ? Try @RAMMuseum - you wont be disappointed! Check out our Portal! #devonhour http://t.co/4WwVmMmem3,neutral
@CambridgeNewsUK @EmmaHiggCN Great photo and article about @kettlesyard in #Cambridge.,joy
@TessaK3 @britishmuseum we have Copenhagon and Marengo #Napoleon &amp; #wellington horses #Waterloo200 @alnwickcastle by Ward. #Art,neutral
Put your questions to the @NationalGallery's director! He's online now. Ask him all about putting on blockbuster exhibitions #AskTheGallery,neutral
@britishmuseum What are the best first-hand accounts of the battle? What critical things do we know now that we didn't then?,neutral
"Great exhibition @britishmuseum Ancient Lives... A body 5,000 years old in the fetal position - However old, we return to the beginning!",joy
Still dazed from #DefiningBeauty at @britishmuseum. Stunning. http://t.co/9PfiPmcOSP,joy
@CountryballC @polandball Countryballs can soon into @NationalGallery http://t.co/VV8sdLmwhc,neutral
@NationalGallery #AskTheGallery I love the little picture by Wilkie that you recently acquired but doesn't it belong in Tate Britain?,joy
Discover The Arts with Social Media: Rod McIntosh Co-Founder of NOHO Artists https://t.co/d5VDMg914E @_TheWhitechapel #London #Art #Video,neutral
A confident @NationalGallery would answer its critics during #AskTheGallery not ignore them. We are visitors and tax payers too.,anger
@charlieecom @nationalgallery Blue &amp; Red,neutral
"@kettlesyard of course we mean Thursday evening, not tomorrow!",neutral
Soundscapes @NationalGallery http://t.co/keFL36fbDP opens 8 July http://t.co/ROLwnV5JYF,neutral
@NConcostrina @britishmuseum: .@Charles_XII The teeth taken from corpses on the battlefield were used as dentures for the rest the century😁,surprise
British Museum: Bonaparte and the British @britishmuseum http://t.co/ptkwqhs0VQ,neutral
@NationalGallery espectacular sunbeam :-),joy
I thoroughly approve of the @FitzMuseum_UK cafe's Yorkshire-sized scones. @britishlibrary cafe? Might take note.,joy
"at the @NationalGallery . the #InventingImpressionism is a strictly No Photo area, so shot the museum shop instead http://t.co/k5JpZfY7b5",sadness
"@BritishVogue @MaryKatrantzou V&amp;A, Lots Road &amp; Claridges. We also love Columbia Road @britishmuseum, @HighgateCemeter &amp; @LibertyLondon :)",joy
@NationalGallery Haha There were definitely no giant eagles hanging around when we last visited !,surprise
"The Indigenous Australia: Enduring Civilisation exhibition @britishmuseum tells an incredible 60,000 year story http://t.co/GlxMJ6esi7",joy
"#NG365 Jacob van Ruisdael's ""Ruins in a Dune Landscape"" @NationalGallery #art #twitart @JohnConstableRA http://t.co/lcDN4T9PDV",neutral
Just had a look at the new Waddesdon Gallery @britishmuseum Fascinated by the amazing boxwood microscopic sculptures! http://t.co/K68dypyKDp,joy
